;;;;;;
No;"Kode Provinsi
Kemendagri";Provinsi;Tahun;Hewan;Jenis Pemotongan;Ekor
1107;53;Nusa Tenggara Timur;2018;Domba;Pemotongan Tercatat;6390
1108;61;Kalimantan Barat;2018;Domba;Pemotongan Tercatat;11
1109;62;Kalimantan Tengah;2018;Domba;Pemotongan Tercatat;1
1110;63;Kalimantan Selatan;2018;Domba;Pemotongan Tercatat;298
1111;64;Kalimantan Timur;2018;Domba;Pemotongan Tercatat;8
1112;65;Kalimantan Utara;2018;Domba;Pemotongan Tercatat;0
1113;71;Sulawesi Utara;2018;Domba;Pemotongan Tercatat;0
1114;72;Sulawesi Tengah;2018;Domba;Pemotongan Tercatat;1055
1115;73;Sulawesi Selatan;2018;Domba;Pemotongan Tercatat;0
1116;74;Sulawesi Tenggara;2018;Domba;Pemotongan Tercatat;0
1117;75;Gorontalo;2018;Domba;Pemotongan Tercatat;0
1118;76;Sulawesi Barat;2018;Domba;Pemotongan Tercatat;0
1119;81;Maluku;2018;Domba;Pemotongan Tercatat;1761
1120;82;Maluku Utara;2018;Domba;Pemotongan Tercatat;0
1121;92;Papua Barat;2018;Domba;Pemotongan Tercatat;20
1122;91;Papua;2018;Domba;Pemotongan Tercatat;0
1123;11;Aceh;2019;Domba;Pemotongan Tercatat;17062
1124;12;Sumatera Utara;2019;Domba;Pemotongan Tercatat;21102
1125;13;Sumatera Barat;2019;Domba;Pemotongan Tercatat;1507
1126;14;Riau;2019;Domba;Pemotongan Tercatat;2061
1127;15;Jambi;2019;Domba;Pemotongan Tercatat;7102
1128;16;Sumatera Selatan;2019;Domba;Pemotongan Tercatat;6515
1129;17;Bengkulu;2019;Domba;Pemotongan Tercatat;405
1130;18;Lampung;2019;Domba;Pemotongan Tercatat;4323
1131;19;Kepulauan Bangka Belitung;2019;Domba;Pemotongan Tercatat;5
1132;21;Kepulauan Riau;2019;Domba;Pemotongan Tercatat;46
1133;31;DKI Jakarta;2019;Domba;Pemotongan Tercatat;2535
1134;32;Jawa Barat;2019;Domba;Pemotongan Tercatat;1374817
1135;33;Jawa Tengah;2019;Domba;Pemotongan Tercatat;267878
1136;34;DI Yogyakarta;2019;Domba;Pemotongan Tercatat;75207
1137;35;Jawa Timur;2019;Domba;Pemotongan Tercatat;73052
1138;36;Banten;2019;Domba;Pemotongan Tercatat;110160
1139;51;Bali;2019;Domba;Pemotongan Tercatat;0
1140;52;Nusa Tenggara Barat;2019;Domba;Pemotongan Tercatat;3
1141;53;Nusa Tenggara Timur;2019;Domba;Pemotongan Tercatat;3882
1142;61;Kalimantan Barat;2019;Domba;Pemotongan Tercatat;16
1143;62;Kalimantan Tengah;2019;Domba;Pemotongan Tercatat;1
1144;63;Kalimantan Selatan;2019;Domba;Pemotongan Tercatat;310
1145;64;Kalimantan Timur;2019;Domba;Pemotongan Tercatat;179
1146;65;Kalimantan Utara;2019;Domba;Pemotongan Tercatat;0
1147;71;Sulawesi Utara;2019;Domba;Pemotongan Tercatat;0
1148;72;Sulawesi Tengah;2019;Domba;Pemotongan Tercatat;514
1149;73;Sulawesi Selatan;2019;Domba;Pemotongan Tercatat;0
1150;74;Sulawesi Tenggara;2019;Domba;Pemotongan Tercatat;0
1151;75;Gorontalo;2019;Domba;Pemotongan Tercatat;0
1152;76;Sulawesi Barat;2019;Domba;Pemotongan Tercatat;0
1153;81;Maluku;2019;Domba;Pemotongan Tercatat;1462
1154;82;Maluku Utara;2019;Domba;Pemotongan Tercatat;0
1155;92;Papua Barat;2019;Domba;Pemotongan Tercatat;0
1156;91;Papua;2019;Domba;Pemotongan Tercatat;0
1157;11;Aceh;2020;Domba;Pemotongan Tercatat;16023
1158;12;Sumatera Utara;2020;Domba;Pemotongan Tercatat;17803
1159;13;Sumatera Barat;2020;Domba;Pemotongan Tercatat;1574
1160;14;Riau;2020;Domba;Pemotongan Tercatat;1672
1161;15;Jambi;2020;Domba;Pemotongan Tercatat;13300
1162;16;Sumatera Selatan;2020;Domba;Pemotongan Tercatat;5141
1163;17;Bengkulu;2020;Domba;Pemotongan Tercatat;153
1164;18;Lampung;2020;Domba;Pemotongan Tercatat;5709
1165;19;Kepulauan Bangka Belitung;2020;Domba;Pemotongan Tercatat;0
1166;21;Kepulauan Riau;2020;Domba;Pemotongan Tercatat;0
1167;31;DKI Jakarta;2020;Domba;Pemotongan Tercatat;2023
1168;32;Jawa Barat;2020;Domba;Pemotongan Tercatat;823104
1169;33;Jawa Tengah;2020;Domba;Pemotongan Tercatat;280111
1170;34;DI Yogyakarta;2020;Domba;Pemotongan Tercatat;74498
1171;35;Jawa Timur;2020;Domba;Pemotongan Tercatat;96636
1172;36;Banten;2020;Domba;Pemotongan Tercatat;72614
1173;51;Bali;2020;Domba;Pemotongan Tercatat;0
1174;52;Nusa Tenggara Barat;2020;Domba;Pemotongan Tercatat;62
1175;53;Nusa Tenggara Timur;2020;Domba;Pemotongan Tercatat;7633
1176;61;Kalimantan Barat;2020;Domba;Pemotongan Tercatat;7
1177;62;Kalimantan Tengah;2020;Domba;Pemotongan Tercatat;0
1178;63;Kalimantan Selatan;2020;Domba;Pemotongan Tercatat;281
1179;64;Kalimantan Timur;2020;Domba;Pemotongan Tercatat;323
1180;65;Kalimantan Utara;2020;Domba;Pemotongan Tercatat;0
1181;71;Sulawesi Utara;2020;Domba;Pemotongan Tercatat;0
1182;72;Sulawesi Tengah;2020;Domba;Pemotongan Tercatat;542
1183;73;Sulawesi Selatan;2020;Domba;Pemotongan Tercatat;3
1184;74;Sulawesi Tenggara;2020;Domba;Pemotongan Tercatat;0
1185;75;Gorontalo;2020;Domba;Pemotongan Tercatat;0
1186;76;Sulawesi Barat;2020;Domba;Pemotongan Tercatat;0
1187;81;Maluku;2020;Domba;Pemotongan Tercatat;1487
1188;82;Maluku Utara;2020;Domba;Pemotongan Tercatat;0
1189;92;Papua Barat;2020;Domba;Pemotongan Tercatat;0
1190;91;Papua;2020;Domba;Pemotongan Tercatat;0
1191;11;Aceh;2021;Domba;Pemotongan Tercatat;20334
1192;12;Sumatera Utara;2021;Domba;Pemotongan Tercatat;17027
1193;13;Sumatera Barat;2021;Domba;Pemotongan Tercatat;1619
1194;14;Riau;2021;Domba;Pemotongan Tercatat;1221
1195;15;Jambi;2021;Domba;Pemotongan Tercatat;6127
1196;16;Sumatera Selatan;2021;Domba;Pemotongan Tercatat;8629
1197;17;Bengkulu;2021;Domba;Pemotongan Tercatat;106
1198;18;Lampung;2021;Domba;Pemotongan Tercatat;6338
1199;19;Kepulauan Bangka Belitung;2021;Domba;Pemotongan Tercatat;572
1200;21;Kepulauan Riau;2021;Domba;Pemotongan Tercatat;0
1201;31;DKI Jakarta;2021;Domba;Pemotongan Tercatat;4499
1202;32;Jawa Barat;2021;Domba;Pemotongan Tercatat;770297
1203;33;Jawa Tengah;2021;Domba;Pemotongan Tercatat;296465
1204;34;DI Yogyakarta;2021;Domba;Pemotongan Tercatat;72409
1205;35;Jawa Timur;2021;Domba;Pemotongan Tercatat;309069
1206;36;Banten;2021;Domba;Pemotongan Tercatat;28524
1207;51;Bali;2021;Domba;Pemotongan Tercatat;0
1208;52;Nusa Tenggara Barat;2021;Domba;Pemotongan Tercatat;128
1209;53;Nusa Tenggara Timur;2021;Domba;Pemotongan Tercatat;4058
1210;61;Kalimantan Barat;2021;Domba;Pemotongan Tercatat;57
1211;62;Kalimantan Tengah;2021;Domba;Pemotongan Tercatat;8
1212;63;Kalimantan Selatan;2021;Domba;Pemotongan Tercatat;316
1213;64;Kalimantan Timur;2021;Domba;Pemotongan Tercatat;310
1214;65;Kalimantan Utara;2021;Domba;Pemotongan Tercatat;0
1215;71;Sulawesi Utara;2021;Domba;Pemotongan Tercatat;0
1216;72;Sulawesi Tengah;2021;Domba;Pemotongan Tercatat;2062
1217;73;Sulawesi Selatan;2021;Domba;Pemotongan Tercatat;0
1218;74;Sulawesi Tenggara;2021;Domba;Pemotongan Tercatat;0
1219;75;Gorontalo;2021;Domba;Pemotongan Tercatat;0
1220;76;Sulawesi Barat;2021;Domba;Pemotongan Tercatat;0
1221;81;Maluku;2021;Domba;Pemotongan Tercatat;1273
1222;82;Maluku Utara;2021;Domba;Pemotongan Tercatat;0
1223;92;Papua Barat;2021;Domba;Pemotongan Tercatat;0
1224;91;Papua;2021;Domba;Pemotongan Tercatat;0
1225;11;Aceh;2018;Domba;Pemotongan Tidak Tercatat;15137
1226;12;Sumatera Utara;2018;Domba;Pemotongan Tidak Tercatat;27116
1227;13;Sumatera Barat;2018;Domba;Pemotongan Tidak Tercatat;1087
1228;14;Riau;2018;Domba;Pemotongan Tidak Tercatat;753
1229;15;Jambi;2018;Domba;Pemotongan Tidak Tercatat;5342
1230;16;Sumatera Selatan;2018;Domba;Pemotongan Tidak Tercatat;7230
1231;17;Bengkulu;2018;Domba;Pemotongan Tidak Tercatat;212
1232;18;Lampung;2018;Domba;Pemotongan Tidak Tercatat;1693
1233;19;Kepulauan Bangka Belitung;2018;Domba;Pemotongan Tidak Tercatat;9
1234;21;Kepulauan Riau;2018;Domba;Pemotongan Tidak Tercatat;0
1235;31;DKI Jakarta;2018;Domba;Pemotongan Tidak Tercatat;2635
1236;32;Jawa Barat;2018;Domba;Pemotongan Tidak Tercatat;3515507
1237;33;Jawa Tengah;2018;Domba;Pemotongan Tidak Tercatat;187378
1238;34;DI Yogyakarta;2018;Domba;Pemotongan Tidak Tercatat;127136
1239;35;Jawa Timur;2018;Domba;Pemotongan Tidak Tercatat;386100
1240;36;Banten;2018;Domba;Pemotongan Tidak Tercatat;77464
1241;51;Bali;2018;Domba;Pemotongan Tidak Tercatat;0
1242;52;Nusa Tenggara Barat;2018;Domba;Pemotongan Tidak Tercatat;0
1243;53;Nusa Tenggara Timur;2018;Domba;Pemotongan Tidak Tercatat;19170
1244;61;Kalimantan Barat;2018;Domba;Pemotongan Tidak Tercatat;0
1245;62;Kalimantan Tengah;2018;Domba;Pemotongan Tidak Tercatat;101
1246;63;Kalimantan Selatan;2018;Domba;Pemotongan Tidak Tercatat;0
1247;64;Kalimantan Timur;2018;Domba;Pemotongan Tidak Tercatat;1
1248;65;Kalimantan Utara;2018;Domba;Pemotongan Tidak Tercatat;0
1249;71;Sulawesi Utara;2018;Domba;Pemotongan Tidak Tercatat;0
1250;72;Sulawesi Tengah;2018;Domba;Pemotongan Tidak Tercatat;316
1251;73;Sulawesi Selatan;2018;Domba;Pemotongan Tidak Tercatat;0
1252;74;Sulawesi Tenggara;2018;Domba;Pemotongan Tidak Tercatat;0
1253;75;Gorontalo;2018;Domba;Pemotongan Tidak Tercatat;0
1254;76;Sulawesi Barat;2018;Domba;Pemotongan Tidak Tercatat;0
1255;81;Maluku;2018;Domba;Pemotongan Tidak Tercatat;1321
1256;82;Maluku Utara;2018;Domba;Pemotongan Tidak Tercatat;0
1257;92;Papua Barat;2018;Domba;Pemotongan Tidak Tercatat;0
1258;91;Papua;2018;Domba;Pemotongan Tidak Tercatat;0
1259;11;Aceh;2019;Domba;Pemotongan Tidak Tercatat;12800
1260;12;Sumatera Utara;2019;Domba;Pemotongan Tidak Tercatat;24563
1261;13;Sumatera Barat;2019;Domba;Pemotongan Tidak Tercatat;1130
1262;14;Riau;2019;Domba;Pemotongan Tidak Tercatat;28
1263;15;Jambi;2019;Domba;Pemotongan Tidak Tercatat;5491
1264;16;Sumatera Selatan;2019;Domba;Pemotongan Tidak Tercatat;4888
1265;17;Bengkulu;2019;Domba;Pemotongan Tidak Tercatat;305
1266;18;Lampung;2019;Domba;Pemotongan Tidak Tercatat;2813
1267;19;Kepulauan Bangka Belitung;2019;Domba;Pemotongan Tidak Tercatat;30
1268;21;Kepulauan Riau;2019;Domba;Pemotongan Tidak Tercatat;35
1269;31;DKI Jakarta;2019;Domba;Pemotongan Tidak Tercatat;381
1270;32;Jawa Barat;2019;Domba;Pemotongan Tidak Tercatat;1925336
1271;33;Jawa Tengah;2019;Domba;Pemotongan Tidak Tercatat;220471
1272;34;DI Yogyakarta;2019;Domba;Pemotongan Tidak Tercatat;153647
1273;35;Jawa Timur;2019;Domba;Pemotongan Tidak Tercatat;394611
1274;36;Banten;2019;Domba;Pemotongan Tidak Tercatat;92864
1275;51;Bali;2019;Domba;Pemotongan Tidak Tercatat;0
1276;52;Nusa Tenggara Barat;2019;Domba;Pemotongan Tidak Tercatat;0
1277;53;Nusa Tenggara Timur;2019;Domba;Pemotongan Tidak Tercatat;388
1278;61;Kalimantan Barat;2019;Domba;Pemotongan Tidak Tercatat;3
1279;62;Kalimantan Tengah;2019;Domba;Pemotongan Tidak Tercatat;159
1280;63;Kalimantan Selatan;2019;Domba;Pemotongan Tidak Tercatat;0
1281;64;Kalimantan Timur;2019;Domba;Pemotongan Tidak Tercatat;36
1282;65;Kalimantan Utara;2019;Domba;Pemotongan Tidak Tercatat;0
1283;71;Sulawesi Utara;2019;Domba;Pemotongan Tidak Tercatat;0
1284;72;Sulawesi Tengah;2019;Domba;Pemotongan Tidak Tercatat;154
1285;73;Sulawesi Selatan;2019;Domba;Pemotongan Tidak Tercatat;4
1286;74;Sulawesi Tenggara;2019;Domba;Pemotongan Tidak Tercatat;0
1287;75;Gorontalo;2019;Domba;Pemotongan Tidak Tercatat;0
1288;76;Sulawesi Barat;2019;Domba;Pemotongan Tidak Tercatat;0
1289;81;Maluku;2019;Domba;Pemotongan Tidak Tercatat;1097
1290;82;Maluku Utara;2019;Domba;Pemotongan Tidak Tercatat;0
1291;92;Papua Barat;2019;Domba;Pemotongan Tidak Tercatat;0
1292;91;Papua;2019;Domba;Pemotongan Tidak Tercatat;0
1293;11;Aceh;2020;Domba;Pemotongan Tidak Tercatat;12021
1294;12;Sumatera Utara;2020;Domba;Pemotongan Tidak Tercatat;19837
1295;13;Sumatera Barat;2020;Domba;Pemotongan Tidak Tercatat;1181
1296;14;Riau;2020;Domba;Pemotongan Tidak Tercatat;22
1297;15;Jambi;2020;Domba;Pemotongan Tidak Tercatat;1329
1298;16;Sumatera Selatan;2020;Domba;Pemotongan Tidak Tercatat;3875
1299;17;Bengkulu;2020;Domba;Pemotongan Tidak Tercatat;261
1300;18;Lampung;2020;Domba;Pemotongan Tidak Tercatat;4284
1301;19;Kepulauan Bangka Belitung;2020;Domba;Pemotongan Tidak Tercatat;0
1302;21;Kepulauan Riau;2020;Domba;Pemotongan Tidak Tercatat;0
1303;31;DKI Jakarta;2020;Domba;Pemotongan Tidak Tercatat;809
1304;32;Jawa Barat;2020;Domba;Pemotongan Tidak Tercatat;1552618
1305;33;Jawa Tengah;2020;Domba;Pemotongan Tidak Tercatat;212756
1306;34;DI Yogyakarta;2020;Domba;Pemotongan Tidak Tercatat;152199
1307;35;Jawa Timur;2020;Domba;Pemotongan Tidak Tercatat;321753
1308;36;Banten;2020;Domba;Pemotongan Tidak Tercatat;109892
1309;51;Bali;2020;Domba;Pemotongan Tidak Tercatat;0
1310;52;Nusa Tenggara Barat;2020;Domba;Pemotongan Tidak Tercatat;0
1311;53;Nusa Tenggara Timur;2020;Domba;Pemotongan Tidak Tercatat;3054
1312;61;Kalimantan Barat;2020;Domba;Pemotongan Tidak Tercatat;6
1313;62;Kalimantan Tengah;2020;Domba;Pemotongan Tidak Tercatat;45
1314;63;Kalimantan Selatan;2020;Domba;Pemotongan Tidak Tercatat;0
1315;64;Kalimantan Timur;2020;Domba;Pemotongan Tidak Tercatat;65
1316;65;Kalimantan Utara;2020;Domba;Pemotongan Tidak Tercatat;0
1317;71;Sulawesi Utara;2020;Domba;Pemotongan Tidak Tercatat;0
1318;72;Sulawesi Tengah;2020;Domba;Pemotongan Tidak Tercatat;162
1319;73;Sulawesi Selatan;2020;Domba;Pemotongan Tidak Tercatat;0
1320;74;Sulawesi Tenggara;2020;Domba;Pemotongan Tidak Tercatat;0
1321;75;Gorontalo;2020;Domba;Pemotongan Tidak Tercatat;0
1322;76;Sulawesi Barat;2020;Domba;Pemotongan Tidak Tercatat;0
1323;81;Maluku;2020;Domba;Pemotongan Tidak Tercatat;882
1324;82;Maluku Utara;2020;Domba;Pemotongan Tidak Tercatat;0
1325;92;Papua Barat;2020;Domba;Pemotongan Tidak Tercatat;0
1326;91;Papua;2020;Domba;Pemotongan Tidak Tercatat;0
1327;11;Aceh;2021;Domba;Pemotongan Tidak Tercatat;15252
1328;12;Sumatera Utara;2021;Domba;Pemotongan Tidak Tercatat;25472
1329;13;Sumatera Barat;2021;Domba;Pemotongan Tidak Tercatat;0
1330;14;Riau;2021;Domba;Pemotongan Tidak Tercatat;0
1331;15;Jambi;2021;Domba;Pemotongan Tidak Tercatat;4020
1332;16;Sumatera Selatan;2021;Domba;Pemotongan Tidak Tercatat;6472
1333;17;Bengkulu;2021;Domba;Pemotongan Tidak Tercatat;80
1334;18;Lampung;2021;Domba;Pemotongan Tidak Tercatat;4757
1335;19;Kepulauan Bangka Belitung;2021;Domba;Pemotongan Tidak Tercatat;429
1336;21;Kepulauan Riau;2021;Domba;Pemotongan Tidak Tercatat;0
1337;31;DKI Jakarta;2021;Domba;Pemotongan Tidak Tercatat;316
1338;32;Jawa Barat;2021;Domba;Pemotongan Tidak Tercatat;1507217
1339;33;Jawa Tengah;2021;Domba;Pemotongan Tidak Tercatat;150169
1340;34;DI Yogyakarta;2021;Domba;Pemotongan Tidak Tercatat;122157
1341;35;Jawa Timur;2021;Domba;Pemotongan Tidak Tercatat;77265
1342;36;Banten;2021;Domba;Pemotongan Tidak Tercatat;128327
1343;51;Bali;2021;Domba;Pemotongan Tidak Tercatat;0
1344;52;Nusa Tenggara Barat;2021;Domba;Pemotongan Tidak Tercatat;25
1345;53;Nusa Tenggara Timur;2021;Domba;Pemotongan Tidak Tercatat;1624
1346;61;Kalimantan Barat;2021;Domba;Pemotongan Tidak Tercatat;43
1347;62;Kalimantan Tengah;2021;Domba;Pemotongan Tidak Tercatat;665
1348;63;Kalimantan Selatan;2021;Domba;Pemotongan Tidak Tercatat;0
1349;64;Kalimantan Timur;2021;Domba;Pemotongan Tidak Tercatat;63
1350;65;Kalimantan Utara;2021;Domba;Pemotongan Tidak Tercatat;0
1351;71;Sulawesi Utara;2021;Domba;Pemotongan Tidak Tercatat;0
1352;72;Sulawesi Tengah;2021;Domba;Pemotongan Tidak Tercatat;620
1353;73;Sulawesi Selatan;2021;Domba;Pemotongan Tidak Tercatat;0
1354;74;Sulawesi Tenggara;2021;Domba;Pemotongan Tidak Tercatat;0
1355;75;Gorontalo;2021;Domba;Pemotongan Tidak Tercatat;0
1356;76;Sulawesi Barat;2021;Domba;Pemotongan Tidak Tercatat;0
1357;81;Maluku;2021;Domba;Pemotongan Tidak Tercatat;680
1358;82;Maluku Utara;2021;Domba;Pemotongan Tidak Tercatat;0
1359;92;Papua Barat;2021;Domba;Pemotongan Tidak Tercatat;0
1360;91;Papua;2021;Domba;Pemotongan Tidak Tercatat;0
1361;11;Aceh;2018;Babi;Pemotongan Tercatat;1066
1362;12;Sumatera Utara;2018;Babi;Pemotongan Tercatat;408356
1363;13;Sumatera Barat;2018;Babi;Pemotongan Tercatat;3084
1364;14;Riau;2018;Babi;Pemotongan Tercatat;21669
1365;15;Jambi;2018;Babi;Pemotongan Tercatat;3279
1366;16;Sumatera Selatan;2018;Babi;Pemotongan Tercatat;3435
1367;17;Bengkulu;2018;Babi;Pemotongan Tercatat;0
1368;18;Lampung;2018;Babi;Pemotongan Tercatat;8155
1369;19;Kepulauan Bangka Belitung;2018;Babi;Pemotongan Tercatat;7902
1370;21;Kepulauan Riau;2018;Babi;Pemotongan Tercatat;29639
1371;31;DKI Jakarta;2018;Babi;Pemotongan Tercatat;99518
1372;32;Jawa Barat;2018;Babi;Pemotongan Tercatat;16555
1373;33;Jawa Tengah;2018;Babi;Pemotongan Tercatat;8087
1374;34;DI Yogyakarta;2018;Babi;Pemotongan Tercatat;5268
1375;35;Jawa Timur;2018;Babi;Pemotongan Tercatat;55148
1376;36;Banten;2018;Babi;Pemotongan Tercatat;50907
1377;51;Bali;2018;Babi;Pemotongan Tercatat;344946
1378;52;Nusa Tenggara Barat;2018;Babi;Pemotongan Tercatat;1547
1379;53;Nusa Tenggara Timur;2018;Babi;Pemotongan Tercatat;166856
1380;61;Kalimantan Barat;2018;Babi;Pemotongan Tercatat;139088
1381;62;Kalimantan Tengah;2018;Babi;Pemotongan Tercatat;3561
1382;63;Kalimantan Selatan;2018;Babi;Pemotongan Tercatat;980
1383;64;Kalimantan Timur;2018;Babi;Pemotongan Tercatat;20916
1384;65;Kalimantan Utara;2018;Babi;Pemotongan Tercatat;6859
1385;71;Sulawesi Utara;2018;Babi;Pemotongan Tercatat;261585
1386;72;Sulawesi Tengah;2018;Babi;Pemotongan Tercatat;16660
1387;73;Sulawesi Selatan;2018;Babi;Pemotongan Tercatat;84132
1388;74;Sulawesi Tenggara;2018;Babi;Pemotongan Tercatat;6460
1389;75;Gorontalo;2018;Babi;Pemotongan Tercatat;209
1390;76;Sulawesi Barat;2018;Babi;Pemotongan Tercatat;6239
1391;81;Maluku;2018;Babi;Pemotongan Tercatat;7587
1392;82;Maluku Utara;2018;Babi;Pemotongan Tercatat;3042
1393;92;Papua Barat;2018;Babi;Pemotongan Tercatat;15297
1394;91;Papua;2018;Babi;Pemotongan Tercatat;140711
1395;11;Aceh;2019;Babi;Pemotongan Tercatat;536
1396;12;Sumatera Utara;2019;Babi;Pemotongan Tercatat;396945
1397;13;Sumatera Barat;2019;Babi;Pemotongan Tercatat;3317
1398;14;Riau;2019;Babi;Pemotongan Tercatat;21915
1399;15;Jambi;2019;Babi;Pemotongan Tercatat;2778
1400;16;Sumatera Selatan;2019;Babi;Pemotongan Tercatat;3465
1401;17;Bengkulu;2019;Babi;Pemotongan Tercatat;50
1402;18;Lampung;2019;Babi;Pemotongan Tercatat;8385
1403;19;Kepulauan Bangka Belitung;2019;Babi;Pemotongan Tercatat;8111
1404;21;Kepulauan Riau;2019;Babi;Pemotongan Tercatat;28859
1405;31;DKI Jakarta;2019;Babi;Pemotongan Tercatat;92793
1406;32;Jawa Barat;2019;Babi;Pemotongan Tercatat;17577
1407;33;Jawa Tengah;2019;Babi;Pemotongan Tercatat;18559
1408;34;DI Yogyakarta;2019;Babi;Pemotongan Tercatat;5268
1409;35;Jawa Timur;2019;Babi;Pemotongan Tercatat;50677
1410;36;Banten;2019;Babi;Pemotongan Tercatat;50713
1411;51;Bali;2019;Babi;Pemotongan Tercatat;475657
1412;52;Nusa Tenggara Barat;2019;Babi;Pemotongan Tercatat;1383
1413;53;Nusa Tenggara Timur;2019;Babi;Pemotongan Tercatat;195342
1414;61;Kalimantan Barat;2019;Babi;Pemotongan Tercatat;143274
1415;62;Kalimantan Tengah;2019;Babi;Pemotongan Tercatat;6228
1416;63;Kalimantan Selatan;2019;Babi;Pemotongan Tercatat;845
1417;64;Kalimantan Timur;2019;Babi;Pemotongan Tercatat;22763
1418;65;Kalimantan Utara;2019;Babi;Pemotongan Tercatat;3495
1419;71;Sulawesi Utara;2019;Babi;Pemotongan Tercatat;240538
1420;72;Sulawesi Tengah;2019;Babi;Pemotongan Tercatat;27024
1421;73;Sulawesi Selatan;2019;Babi;Pemotongan Tercatat;77678
1422;74;Sulawesi Tenggara;2019;Babi;Pemotongan Tercatat;8748
1423;75;Gorontalo;2019;Babi;Pemotongan Tercatat;338
1424;76;Sulawesi Barat;2019;Babi;Pemotongan Tercatat;5940
1425;81;Maluku;2019;Babi;Pemotongan Tercatat;9974
1426;82;Maluku Utara;2019;Babi;Pemotongan Tercatat;3271
1427;92;Papua Barat;2019;Babi;Pemotongan Tercatat;17384
1428;91;Papua;2019;Babi;Pemotongan Tercatat;156801
1429;11;Aceh;2020;Babi;Pemotongan Tercatat;1132
1430;12;Sumatera Utara;2020;Babi;Pemotongan Tercatat;91020
1431;13;Sumatera Barat;2020;Babi;Pemotongan Tercatat;3570
1432;14;Riau;2020;Babi;Pemotongan Tercatat;17499
1433;15;Jambi;2020;Babi;Pemotongan Tercatat;4229
1434;16;Sumatera Selatan;2020;Babi;Pemotongan Tercatat;2327
1435;17;Bengkulu;2020;Babi;Pemotongan Tercatat;157
1436;18;Lampung;2020;Babi;Pemotongan Tercatat;6692
1437;19;Kepulauan Bangka Belitung;2020;Babi;Pemotongan Tercatat;6929
1438;21;Kepulauan Riau;2020;Babi;Pemotongan Tercatat;29647
1439;31;DKI Jakarta;2020;Babi;Pemotongan Tercatat;69175
1440;32;Jawa Barat;2020;Babi;Pemotongan Tercatat;13980
1441;33;Jawa Tengah;2020;Babi;Pemotongan Tercatat;19371
1442;34;DI Yogyakarta;2020;Babi;Pemotongan Tercatat;0
1443;35;Jawa Timur;2020;Babi;Pemotongan Tercatat;55688
1444;36;Banten;2020;Babi;Pemotongan Tercatat;48963
1445;51;Bali;2020;Babi;Pemotongan Tercatat;389226
1446;52;Nusa Tenggara Barat;2020;Babi;Pemotongan Tercatat;1389
1447;53;Nusa Tenggara Timur;2020;Babi;Pemotongan Tercatat;112372
1448;61;Kalimantan Barat;2020;Babi;Pemotongan Tercatat;132592
1449;62;Kalimantan Tengah;2020;Babi;Pemotongan Tercatat;8041
1450;63;Kalimantan Selatan;2020;Babi;Pemotongan Tercatat;696
1451;64;Kalimantan Timur;2020;Babi;Pemotongan Tercatat;28492
1452;65;Kalimantan Utara;2020;Babi;Pemotongan Tercatat;4004
1453;71;Sulawesi Utara;2020;Babi;Pemotongan Tercatat;256142
1454;72;Sulawesi Tengah;2020;Babi;Pemotongan Tercatat;43659
1455;73;Sulawesi Selatan;2020;Babi;Pemotongan Tercatat;34508
1456;74;Sulawesi Tenggara;2020;Babi;Pemotongan Tercatat;4925
1457;75;Gorontalo;2020;Babi;Pemotongan Tercatat;224
1458;76;Sulawesi Barat;2020;Babi;Pemotongan Tercatat;7981
1459;81;Maluku;2020;Babi;Pemotongan Tercatat;8934
1460;82;Maluku Utara;2020;Babi;Pemotongan Tercatat;3555
1461;92;Papua Barat;2020;Babi;Pemotongan Tercatat;11970
1462;91;Papua;2020;Babi;Pemotongan Tercatat;153913
1463;11;Aceh;2021;Babi;Pemotongan Tercatat;1001
1464;12;Sumatera Utara;2021;Babi;Pemotongan Tercatat;79928
1465;13;Sumatera Barat;2021;Babi;Pemotongan Tercatat;4120
1466;14;Riau;2021;Babi;Pemotongan Tercatat;15343
1467;15;Jambi;2021;Babi;Pemotongan Tercatat;1661
1468;16;Sumatera Selatan;2021;Babi;Pemotongan Tercatat;3048
1469;17;Bengkulu;2021;Babi;Pemotongan Tercatat;140
1470;18;Lampung;2021;Babi;Pemotongan Tercatat;9324
1471;19;Kepulauan Bangka Belitung;2021;Babi;Pemotongan Tercatat;10175
1472;21;Kepulauan Riau;2021;Babi;Pemotongan Tercatat;42461
1473;31;DKI Jakarta;2021;Babi;Pemotongan Tercatat;72429
1474;32;Jawa Barat;2021;Babi;Pemotongan Tercatat;9231
1475;33;Jawa Tengah;2021;Babi;Pemotongan Tercatat;14061
1476;34;DI Yogyakarta;2021;Babi;Pemotongan Tercatat;0
1477;35;Jawa Timur;2021;Babi;Pemotongan Tercatat;39369
1478;36;Banten;2021;Babi;Pemotongan Tercatat;46160
1479;51;Bali;2021;Babi;Pemotongan Tercatat;356161
1480;52;Nusa Tenggara Barat;2021;Babi;Pemotongan Tercatat;1760
1481;53;Nusa Tenggara Timur;2021;Babi;Pemotongan Tercatat;105125
1482;61;Kalimantan Barat;2021;Babi;Pemotongan Tercatat;117297
1483;62;Kalimantan Tengah;2021;Babi;Pemotongan Tercatat;6393
1484;63;Kalimantan Selatan;2021;Babi;Pemotongan Tercatat;908
1485;64;Kalimantan Timur;2021;Babi;Pemotongan Tercatat;35842
1486;65;Kalimantan Utara;2021;Babi;Pemotongan Tercatat;4752
